id	flag	text	ref
Conversations/0x010000450000EDC3/Title	0	Хто подзвонив у відділок, щоб повідомити про вбивство?	Кто позвонил в участок, чтобы сообщить об убийстве?
Conversations/0x010000450000EDC3/subtask_title_01	0	Скористайтеся рацією Кіма, щоб зателефонувати Сільві, і запитайте, чи не вона дзвонила у відділок.	Воспользуйтесь рацией Кима, чтобы позвонить Сильви, и спросите, не она ли звонила в участок.
Conversations/0x010000450000EDC3/subtask_title_02	0	Навіть якщо у вас немає жодних очевидних зачіпок, продовжуйте шукати того, хто телефонував. (На це може знадобитися деякий час).	Даже если у вас нет никаких очевидных зацепок, продолжайте искать звонившего. (На это может потребоваться некоторое время).
Conversations/0x010000450000EDD0/Description	0	Коли Кіма немає поблизу і він не може вам завадити, запитайте Клаас'є, що вона чула зі свого номера тієї ночі, після якої ви повернулися в реальний світ. Вона напевно що-небудь знає.	Когда Кима нет поблизости и он не может вам помешать, спросите Клаасье, что она слышала из своего номера в ту ночь, после которой вы вернулись в реальный мир. Она наверняка что-нибудь знает.
Conversations/0x010000450000EDD0/Title	0	Запитайте Клаас'є про ніч неділі	Спросите Клаасье про ночь воскресенья
Conversations/0x010000450000EE57/Description	0	У "Танцях" є дивні двері. Ніхто не знає, куди вони ведуть. Знайдіть спосіб відчинити їх і дізнайтеся, що ховається в занедбаних куточках готелю з кафетерієм.	В «Танцах» есть странные двери. Никто не знает, куда они ведут. Найдите способ открыть их и узнайте, что скрывается в заброшенных уголках отеля с кафетерием.
Conversations/0x010000450000EE57/Title	0	Досліджуйте потаємні коридори "Танців"	Исследуйте потайные коридоры «Танцев»
Conversations/0x010000450000EE57/subtask_title_01	0	Знайдіть вхід у потайний коридор.	Найдите вход в потайной коридор.
Conversations/0x010000450000EE57/subtask_title_02	0	Розкрийте заховані в ньому секрети.	Раскройте спрятанные в нем секреты.
Conversations/0x010000450000F6A7/Description	0	Вам потрібно знайти котушку з досить трагічною піснею і прослухати її на магнітофоні, щоб запам'ятати текст. Після цього попросіть керуючого кафе, щоб той дав вам виступити. (Краще робити це ввечері, коли в барі більше народу).	Вам нужно найти катушку с достаточно трагической песней и прослушать ее на магнитофоне, чтобы запомнить текст. После этого попросите управляющего кафе, чтобы тот дал вам выступить. (Лучше делать это вечером, когда в баре больше народа).
Conversations/0x010000450000F6A7/Title	0	Заспівайте під караоке	Спойте под караоке
Conversations/0x010000450000F6A7/subtask_title_01	0	Знайдіть котушку із сумною піснею.	Найдите катушку с грустной песней.
Conversations/0x010000450000F6A7/subtask_title_02	0	Переконайте Гарта дозволити вам заспівати під караоке.	Убедите Гарта разрешить вам спеть под караоке.
Conversations/0x010000450000F6A7/subtask_title_03	0	Вийдіть увечері на сцену.	Выйдите вечером на сцену.
Conversations/0x0100004500012C9C/Description	0	Гарді дав вам запис, на якому повішений імовірно зізнається, що готовий до насильства і грабежу. Послухайте цей запис на магнітофоні. Використовуйте магнітофон у своєму номері або знайдіть інший апарат у ломбарді.	Харди дал вам запись, на которой повешенный предположительно признается, что готов к насилию и грабежу. Послушайте эту запись на магнитофоне. Используйте магнитофон в своем номере или найдите другой аппарат в ломбарде.
Conversations/0x0100004500012C9C/Title	0	"Найкращі хіти стрілка"	«Лучшие хиты стрелка»
Conversations/0x0100004500012C9C/subtask_title_01	0	Прослухайте плівку "Найкращі хіти стрілка"	Прослушайте пленку «Лучшие хиты стрелка»
Conversations/0x0100004500012C9C/subtask_title_02	0	Поговоріть із Клаас'є про плівку "Найкращі хіти стрілка".	Поговорите с Клаасье о пленке «Лучшие хиты стрелка».
Conversations/0x0100004500012C9C/subtask_title_03	0	Поговоріть із Тітом про плівку "Найкращі хіти стрілка".	Поговорите с Титом о пленке «Лучшие хиты стрелка».
Conversations/0x01000045000132B1/Description	0	Клаас'є сказала, що не може зараз про нього говорити, але вам потрібні *конкретні* дані: зріст, статура тощо, щоб зіставити їх із результатами розтину. Поговоріть із нею пізніше, коли вона прийде до тями.	Клаасье сказала, что не может сейчас о нем говорить, но вам нужны *конкретные* данные: рост, телосложение и т. д., чтобы сопоставить их с результатами вскрытия. Поговорите с ней позже, когда она придет в себя.
Conversations/0x01000045000132B1/Title	0	Розпитайте Клаас'є про вбитого	Расспросите Клаасье об убитом
Conversations/0x01000045000132B1/subtask_title_01	0	Повертайтеся до Клаас'є після того, як проведете розтин, і знову розпитайте її про повішеного.	Возвращайтесь к Клаасье после того, как проведете вскрытие, и снова поспрашивайте ее о повешенном.
Conversations/0x0100004500017511/Description	0	Рубі організувала це повішення. Крім того, вона сама кудись *зникла*, однак у хлопців Гарді рот на замку: вони не видадуть її місцезнаходження. Потрібно їх якось розговорити. Ви досліджували всі куточки "Танців"? Проаналізували місце злочину? Ретельно допитали Клаас'є? Усе це може допомогти вам переконати їх.	Руби организовала это повешение. Кроме того, она сама куда-то *пропала*, однако у парней Харди рот на замке: они не выдадут ее местонахождение. Нужно их как-то разговорить. Вы исследовали все уголки «Танцев»? Проанализировали место преступления? Тщательно допросили Клаасье? Все это может помочь вам убедить их.
Conversations/0x0100004500017511/Title	0	Примусьте Тіта розповісти, де Рубі	Заставьте Тита рассказать, где Руби
Conversations/0x0100004500017511/subtask_title_01	0	Тіт не вірить, що Рубі застрелила повішеного. Висуньте теорію, дайте йому зрозуміти, що це не можна скидати з рахунків.	Тит не верит, что Руби застрелила повешенного. Выдвиньте теорию, дайте ему понять, что это нельзя сбрасывать со счетов.
Conversations/0x0100004500017A03/Description	0	На узбережжі, на захід від пірсу, десь у очереті є буй. У ньому зберігаються підроблені документи міс Оранської...	На побережье, к западу от пирса, где-то в тростнике есть буй. В нем хранятся поддельные документы мисс Оранской...
Conversations/0x0100004500017A03/Title	0	Знайдіть буй, про який говорила Клаас'є, і дослідіть його вміст	Найдите буй, о котором говорила Клаасье, и исследуйте его содержимое
Conversations/0x0100004500019480/Description	0	Сигаретні бички, заметені під камінь: марка "Тіумутірі".	Сигаретные бычки, заметенные под камень: марка «Тиумутири».
Conversations/0x0100004500019487/Description	0	Ці сходи занадто іржаві, щоб забиратися ними. Вони всі роз'їдені морським вітром.	Эта лестница слишком ржавая, чтобы забираться по ней. Она вся разъедена морским ветром.
Conversations/0x010000450001948E/Description	0	Хтось палив тут багаття. Давно.	Кто-то жег здесь костер. Давно.
Conversations/0x0100004500019690/Description	0	Існує можливість заарештувати Клаас'є, щоб Кім відправив її до 57-ї дільниці для безпеки. Їй не можна довіряти.	Существует возможность арестовать Клаасье, чтобы Ким отправил ее в 57-й участок для безопасности. Ей нельзя доверять.
Conversations/0x0100004500019690/Title	0	Заарештуйте Клаас'є	Арестуйте Клаасье
Conversations/0x0100004500019797/Description	0	Червона нитка. Нейлонова. Веде з номера на дах...	Красная нитка. Нейлоновая. Ведет из номера на крышу...
Conversations/0x010000450001979E/Description	0	Червона нитка. Нейлонова. Веде в номер...	Красная нитка. Нейлоновая. Ведет в номер...
Conversations/0x01000045000197A5/Description	0	Нитка прив'язана до антени.	Нитка привязана к антенне.
Conversations/0x01000045000197AC/Description	0	Нитка прив'язана до книжкових полиць біля стіни.	Нитка привязана к книжным полкам у стены.
Conversations/0x0100004500019CA5/Description	0	Є секретний спосіб вирішити цю ситуацію. Це непросто і потребує постійного лавірування між сторонами конфлікту, однак зробити це цілком можливо. Немає нічого неможливого.	Есть секретный способ разрешить эту ситуацию. Это непросто и требует постоянного лавирования между сторонами конфликта, однако сделать это вполне возможно. Нет ничего невозможного.
Conversations/0x0100004500019CA5/Title	0	Знайдіть рішення ситуації зі страйком	Найдите решение ситуации с забастовкой
Conversations/0x010000450001A725/Description	0	Рубі сказала, що ви як поліцейський були відомі своєю корумпованістю. Були шісткою "Ла Пута Мадре". Саме тому вона вас так боялася. Коли з'явиться можливість, зателефонуйте до відділку, щоб дізнатися про це докладніше. Якщо, звісно, *наважитеся*...	Руби сказала, что вы как полицейский были известны своей коррумпированностью. Были шестеркой «Ла Пута Мадре». Именно поэтому она вас так боялась. Когда появится возможность, позвоните в участок, чтобы узнать об этом подробнее. Если, конечно, *осмелитесь*...
Conversations/0x010000450001A725/Title	0	Шістка "Ла Пута Мадре"?	Шестерка «Ла Пута Мадре»?
Conversations/0x010000450001A9C5/Description	0	Нове скло сяє в променях ранкового світла.	Новое стекло сияет в лучах утреннего света.
Conversations/0x010000450001A9CC/Description	0	Програвач Stereo 8 знову знайшов свою праву колонку.	Проигрыватель Stereo 8 вновь обрел свою правую колонку.
Conversations/0x010000450001A9DA/Description	0	Біла емаль сяє чистотою. Пляшок усередині немає...	Белая эмаль сияет чистотой. Бутылок внутри нет...
Conversations/0x010000450001A9E3/Description	0	З вулиці долинає шум машин. Світ живе своїм життям...	С улицы доносится шум машин. Мир живет своей жизнью...
Conversations/0x010000450001A9FF/Description	0	Ліжко все ще пахне твоїм потом і кров'ю.	Кровать все еще пахнет твоим потом и кровью.
Conversations/0x010000450001AA09/Description	0	Будильник заведений на 6:50.	Будильник заведен на 6:50.
Conversations/0x010000450001AA18/Description	0	Ха! Двері відчинені! Можна зайти в номер Кіма.	Ха! Дверь открыта! Можно зайти в номер Кима.
Conversations/0x010000450001AA55/Description	0	У шафці лежать медикаменти та медичні інструменти: Меркурохром, скальпель, антибіотики...	В шкафчике лежат медикаменты и медицинские инструменты: Меркурохром, скальпель, антибиотики...
Conversations/0x010000450001ABC2/Description	0	Вона залишила записку на столі.	Она оставила записку на столе.
Conversations/0x010000450001B4A6/Description	0	Зовні на площі величезні графіті:{newline}"Un jour je serai de retour près de toi".	Снаружи на площади огромные граффити:{newline}«Un jour je serai de retour près de toi».
Conversations/0x010000450001B5DA/Description	0	Що там написано на банці?	Что там написано на банке?
Conversations/0x010000450001B5DA/Title	0	Підпаліть графіті, кинувши запалену сигарету	Подожгите граффити, кинув зажженную сигарету
Conversations/0x010000450001BB00/Description	0	Лільєнн згадала, що вони могли туди плавати на плоту. Зараз близнюки у дворі, у самому центрі села.	Лильенн упомянула, что они могли туда плавать на плоту. Сейчас близнецы во дворе, в самом центре деревни.
Conversations/0x010000450001BB00/Title	0	Запитайте близнюків Лільєнн про острів	Спросите близнецов Лильенн об острове
Conversations/0x010000450001C1BC/Description	0	Сходи виглядають давніми... колись давно ними бігли солдати.	Лестница выглядит древней... когда-то давно по ней бежали солдаты.
Conversations/0x010000450001C1C9/Description	0	З бочки витекло трохи палива. Чорне, в'язке.	Из бочки вытекло немного топлива. Черное, вязкое.
Conversations/0x010000450001C1D0/Description	0	З будівлі виходить тепле повітря. Там тепліше, ніж зовні.	Из здания выходит теплый воздух. Там теплее, чем снаружи.
Conversations/0x010000450001C1D6/Description	0	Іржавий ланцюг тягнеться кудись в океан...	Ржавая цепь тянется куда-то в океан...
Conversations/0x010000450001C1E2/Description	0	Напис на бочці: "ОГМ". На бочці намальована зірка з дрібними цятками.	Надпись на бочке: «ОГМ». На бочке нарисована звезда с мелкими пятнышками.
Conversations/0x010000450001C1F5/Description	0	Ланцюг тягнеться кудись в океан - хто знає куди?	Цепь тянется куда-то в океан — кто знает куда?
Conversations/0x010000450001C366/Description	0	Обережно, не впади... обрив виглядає дуже крутим.	Осторожно, не упади... обрыв выглядит очень крутым.
Conversations/0x010000450001C36C/Description	0	Берізка, яку ти бачив у платний бінокль. Все ще стоїть.	Березка, которую ты видел в платный бинокль. Все еще стоит.
Conversations/0x010000450001C46D/Description	0	Знайдіть паливо для генератора нагорі (щоб подати живлення на панель управління і відкрити двері). Десь на острові напевно приховано паливо: пошукайте, озирніться навколо.	Найдите топливо для генератора наверху (чтобы подать питание на панель управления и открыть дверь). Где-нибудь на острове наверняка припрятано топливо: поищите, оглядитесь вокруг.
Conversations/0x010000450001C46D/Title	0	Знайдіть паливо для генератора	Найдите топливо для генератора
Conversations/0x010000450001C4B5/Description	0	Ця бочка порожня. Всередині майже нічого немає.	Эта бочка пуста. Внутри почти ничего нет.
Conversations/0x010000450001C6AC/Description	0	Ти впізнаєш цю берізку. Ти бачив її в платний бінокль.	Ты узнаешь эту березку. Ты видел ее в платный бинокль.
Conversations/0x010000450001C7F0/Description	0	Колись тут розташовувалося знаряддя.	Когда-то здесь располагалось орудие.
Conversations/0x010000450001C812/Description	0	Лампа для читання. Вимкнена.	Лампа для чтения. Выключена.
Conversations/0x010000450001C833/Description	0	Обережно! Сходи обвалилися.	Осторожно! Лестница обрушилась.
Conversations/0x010000450001C84C/Description	0	Консерви, цукор та інша їжа.	Консервы, сахар и прочая снедь.
Conversations/0x010000450001C855/Description	0	Тут було встановлено дві гармати. Середньої дальності, великого калібру.	Здесь были установлены две пушки. Средней дальности, большого калибра.
Conversations/0x010000450001C865/Description	0	Лампа для читання випускає м'яке світло.	Лампа для чтения испускает мягкий свет.
Conversations/0x010000450001C876/Description	0	Побита міллю ковдра захищає від вітру.	Побитое молью одеяло защищает от ветра.
Conversations/0x010000450001C9CF/Description	0	Тепла кров струмує під пахвою. Пов'язки немає... гаразд, *нічого*.	Теплая кровь струится подмышкой. Повязки нет... ладно, *ничего*.
Conversations/0x010000450001D382/Description	0	Здалеку лунають гудки вантажних суден... Сигнали луною відбиваються від води.	Издалека доносятся гудки грузовых судов... Сигналы эхом отражаются от воды.
Conversations/0x010000450001D391/Description	0	Спиною ти відчуваєш чийсь погляд. За тобою спостерігають, але звідки - незрозуміло...	Спиной ты чувствуешь чей-то взгляд. За тобой наблюдают, но откуда — неясно...
Conversations/0x010000450001D398/Description	0	Лебідка зламана. Іржа роз'їла залишки ланцюга.	Лебедка сломана. Ржавчина разъела остатки цепи.
Conversations/0x010000450001D39E/Description	0	На узбережжі вже давно немає того складу, з якого прибув цей ланцюг.	На побережье уже давно нет того склада, с которого прибыла эта цепь.
Conversations/0x010000450001D4AD/Description	0	Потерта артилерійська карта з координатами в затоці Ревашоля.	Потертая артиллерийская карта с координатами в заливе Ревашоля.
Conversations/0x010000450001D52D/Description	0	Потрібно запам'ятати: "Тіумутірі". Це чомусь здається важливим.	Нужно запомнить: «Тиумутири». Это почему-то кажется важным.
Conversations/0x010000450001DBB2/Description	0	Маленькі білі конвалії цвітуть серед пісків.	Маленькие белые ландыши цветут среди песков.
Conversations/0x010000450001DFB9/Description	0	Двері на місці, наче ти їх і не відчиняв...	Дверь на месте, как будто ты ее и не открывал...
Conversations/0x010000450001DFC0/Description	0	Двері все ще тут. Зачинені. Це чомусь здається дивним. Увійти не вийде.	Дверь все еще здесь. Закрыта. Это почему-то кажется странным. Войти не получится.
Conversations/0x010000450001DFC7/Description	0	Увійди у воду. Давай!	Войди в воду. Давай!
Conversations/0x010000450001DFD2/Description	0	Ну ж бо! Увійди в *воду*.	Ну же! Войди в *воду*.
Conversations/0x010000450001F2C1/Description	0	Додайте ідею про "Сучасну теорію рас" у клітинку дерева ідей, щоб *засвоїти* її. (Якщо немає вільних комірок, звільніть клітинку). Зачекайте деякий час і, коли ідея засвоїться, повертайтеся до Головоміра. Ось що означає "сучасний мислитель"!	Добавьте идею о «Современной теории рас» в ячейку дерева идей, чтобы *усвоить* ее. (Если нет свободных ячеек, освободите ячейку). Подождите некоторое время и, когда идея усвоится, возвращайтесь к Головомеру. Вот что значит «современный мыслитель»!
Conversations/0x010000450001F2C1/Title	0	У чому полягає загадка рас?	В чем заключается загадка рас?
Conversations/0x010000450001FD84/Description	0	Заголовки на першій сторінці тобі ні про що не говорять. Дивно...	Заголовки на первой странице тебе ни о чем не говорят. Странно...
Conversations/0x010000450001FDBD/Description	0	Сніг, що тане, з шурхотом сповзає з даху... Дивний звук.	Тающий снег с шуршанием сползает с крыши... Странный звук.
Conversations/0x010000450002018A/Description	0	Тачка заповнена снігом, що тане.	Тачка заполнена тающим снегом.
Conversations/0x0100004B00001C82/Description	0	Вітер заговорив із вами біля муралу "Фельд". Діти з великою "К" знають щось, що допоможе вам знайти Рубі. Але хто ці діти і що саме їм відомо?	Ветер заговорил с вами у мурала «Фельд». Дети с большой «К» знают что-то, что поможет вам найти Руби. Но кто эти дети и что именно им известно?
Conversations/0x0100004B00001C82/Title	0	Спрацюйтеся з дітьми з великою "К"	Сработайтесь с детьми с большой «К»
Conversations/0x0100004B00001C82/subtask_title_01	0	Знайдіть дітей із великою "К".	Найдите детей с большой «К».
Conversations/0x0100004B00001C82/subtask_title_02	0	Поговоріть із близнюками Лільєнн ще раз у присутності Кіма.	Поговорите с близнецами Лильенн еще раз в присутствии Кима.
Conversations/0x0100004B00001C82/subtask_title_03	0	Зв'яжіться зі "Спідпанк FM" за допомогою "Кінеми" лейтенанта.	Свяжитесь со «Спидпанк FM» с помощью «Кинемы» лейтенанта.
Conversations/0x0100004B00001C82/subtask_title_04	0	Запитайте близнюків Лільєнн, де вони перебували, коли почули Спідпанк FM".	Спросите близнецов Лильенн, где они находились, когда услышали Спидпанк FM».
Conversations/0x0100004B00001C82/subtask_title_05	0	Відтворіть загальну картину біля муралу "Фельд".	Воссоздайте общую картину у мурала «Фельд».
Conversations/0x0100004B00001C82/subtask_title_06	0	Запитайте у прачки, чи не чула вона радіо останнім часом.	Спросите у прачки, не слышала ли она радио в последнее время.
Conversations/0x0100004B00001C82/subtask_title_07	0	Запитайте у прачки про радіо разом із Кімом.	Спросите у прачки про радио вместе с Кимом.
Conversations/0x0100004C000065A6/Description	0	На платформі видно потертий напис: "КВАЛСУНД".	На платформе видна потертая надпись: «КВАЛСУНД».
Conversations/0x0100004C00009BEF/Description	0	Еврар попросив вас відімкнути квартиру на цокольному поверсі за теплицею, щоб налякати того, хто там живе. Зробіть те, що повинні. В обмін Еврар обіцяв поділитися з вами інформацією у справі.	Эврар попросил вас отпереть квартиру на цокольном этаже за теплицей, чтобы припугнуть того, кто там живет. Сделайте то, что должны. В обмен Эврар обещал поделиться с вами информацией по делу.
Conversations/0x0100004C00009BEF/Title	0	Відчиніть двері до квартири для Еврара	Откройте дверь в квартиру для Эврара
Conversations/0x0100004C00009BEF/subtask_title_01	0	Візьміть у Клич-меня-Mañana ключ від квартири стукача.	Возьмите у Зови-меня-Mañana ключ от квартиры стукача.
Conversations/0x0100004C00009BEF/subtask_title_02	0	Ключ у вас. Двері знаходяться у дворі, за теплицею. Це двері на цокольному поверсі.	Ключ у вас. Дверь находится во дворе, за теплицей. Это дверь на цокольном этаже.
Conversations/0x0100004C00009BEF/subtask_title_03	0	*Або* ви можете збрехати Еврару, що відчинили двері у квартиру стукача.	*Или* вы можете соврать Эврару, что открыли дверь в квартиру стукача.
Conversations/0x0100004C00009BEF/subtask_title_04	0	Скажіть Еврару, що відчинили двері.	Скажите Эврару, что открыли дверь.
Conversations/0x0100004C00009C1E/Description	0	Зробіть так, щоб Ізобель і Лільєнн з безіменного рибальського села на узбережжі підписали документ Еврара. Щойно документ буде підписано, киньте його в поштову скриньку на площі навпроти "Танців", щоб відправити бухгалтеру Еврара.	Сделайте так, чтобы Изобель и Лильенн из безымянной рыбацкой деревушки на побережье подписали документ Эврара. Как только документ будет подписан, бросьте его в почтовый ящик на площади напротив «Танцев», чтобы отправить бухгалтеру Эврара.
Conversations/0x0100004C00009C1E/Title	0	Поставте два підписи для Еврара	Поставьте две подписи для Эврара
Conversations/0x0100004C00009C1E/subtask_title_01	0	Знайдіть кого-небудь, хто підпише цей документ замість зазначених людей.	Найдите кого-нибудь, кто подпишет этот документ вместо указанных людей.
Conversations/0x0100004C00009C1E/subtask_title_02	0	Киньте конверт у поштову скриньку на площі.	Бросьте конверт в почтовый ящик на площади.
Conversations/0x0100004C00009C1E/subtask_title_03	0	Підробіть підписи. Знайдіть для цього затишне місце, де досить безпечно для ночівлі.	Подделайте подписи. Найдите для этого укромное место, где достаточно безопасно для ночлега.
Conversations/0x0100004C00009C1E/subtask_title_04	0	Скажіть Еврару, що відправили підписаний документ.	Скажите Эврару, что отправили подписанный документ.
Conversations/0x0100004C0000AAAB/Description	0	Вітер метається двором, потрапивши в пастку чотириповерхівок.	Ветер мечется по двору, угодив в ловушку четырехэтажек.
Conversations/0x0100004C0000AAB4/Description	0	Безладні сліди, що ведуть на південний схід.	Беспорядочные следы, ведущие на юго-восток.
Conversations/0x0100004C0000AAC3/Description	0	Схоже, той, хто залишив ці сліди, був або не в собі, або п'яний до чортиків.	Похоже, оставивший эти следы, был либо не в себе, либо пьян до чертиков.
Conversations/0x0100004C0000B258/Description	0	Твоє зникле посвідчення.	Твое пропавшее удостоверение.
Conversations/0x0100004C0000D859/Description	0	Потрібно дізнатися, що це за *анодну танцювальну* музику зараз слухають. Може, ще зустрінете якусь молодь і запитаєте? Не партеся, це другорядне завдання, яке може потребувати часу.	Нужно узнать, что это за *анодную танцевальную* музыку сейчас слушают. Может, еще встретите какую-нибудь молодежь и спросите? Не парьтесь, это второстепенное задание, которое может потребовать времени.
Conversations/0x0100004C0000D859/Title	0	Що таке анодна музика?	Что такое анодная музыка?
Conversations/0x0100004C000112F7/Description	0	Миска, в яку хтось спльовував. Смердить тютюном.	Миска, в которую кто-то сплевывал. Воняет табаком.
Conversations/0x0100004C00011BB1/Description	0	Що такого *особливого* у борщі, який їдять страйкарі? Його готує кухар із "Танців у ганчір'ї", його можна знайти на кухні. Дізнайтеся побільше.	Что такого *особенного* в борще, который едят забастовщики? Его готовит повар из «Танцев в тряпье», его можно найти на кухне. Разузнайте побольше.
Conversations/0x0100004C00011BB1/Title	0	*Особливий* борщ	*Особый* борщ
Conversations/0x0100004D000023FA/Description	0	Ломбард Роя. Швидкі гроші в швидкоплинні часи.	Ломбард Роя. Быстрые деньги в скоротечные времена.
Conversations/0x0100004D00002939/Description	0	Прилавок частково закритий куленепробивним оргсклом.	Прилавок частично закрыт пуленепробиваемым оргстеклом.
Conversations/0x0100004D00002BF6/Description	0	Здебільшого військова форма, але є і парочка більш екстравагантних предметів одягу.	В основном военная форма, но есть и парочка более экстравагантных предметов одежды.
Conversations/0x0100004D00002CF5/Description	0	Повітря наповнює жвавий щебет і крики ластівок.	Воздух наполняет оживленный щебет и крики ласточек.
Conversations/0x0100004D00002ED8/Description	0	У темряві крутиться кінопроектор.	В темноте крутится кинопроектор.
Conversations/0x0100004D00003A4F/Description	0	ШЛЮЗ НА РЕМОНТІ ДО СЕРЕДИ, 7:15.	ШЛЮЗ НА РЕМОНТЕ ДО СРЕДЫ, 7:15.
Conversations/0x0100005100001AF4/Description	0	Справжній лицар *не здатен* витримати цю безглузду пародію на Старий Ревашоль, якою став твій дім. *Assez*! Знайди спосіб повернути час назад, врятуй Сюзеренітет і дай *любові* другий шанс.	Настоящий рыцарь *не способен* вынести эту нелепую пародию на Старый Ревашоль, которой стал твой дом. *Assez*! Найди способ обратить время вспять, спаси Сюзеренитет и дай *любви* второй шанс.
Conversations/0x0100005100001AF4/Title	0	Поверніть час назад	Обратите время вспять
Conversations/0x0100005100001AF4/subtask_title_01	0	Запитайте місцевих "традиціоналістів", чи знають вони, як повернути час назад.	Спросите местных «традиционалистов», знают ли они, как обратить время вспять.
Conversations/0x0100005100001AF4/subtask_title_02	0	Поверніться до Головоміра, коли усвідомите основи "реальності".	Вернитесь к Головомеру, когда осознаете основы «реальности».
Conversations/0x0100005100001AF4/subtask_title_03	0	Ваше завдання з усвідомлення "реальності" провалено. Поверніться до Головоміра.	Ваше задание по осознанию «реальности» провалено. Вернитесь к Головомеру.
Conversations/0x0100005100001AF4/subtask_title_04	0	Дізнайтеся про сиву водійку вантажівки.	Разузнайте о седой водительнице грузовика.
Conversations/0x0100005100001AF4/subtask_title_05	0	Погляньте на себе в дзеркало. Один.	Взгляните на себя в зеркало. Один.
Conversations/0x0100005300002DBB/Description	0	Плакат свідчить: "Під вуличною бруківкою - комунізм!"	Плакат гласит: «Под уличной брусчаткой — коммунизм!»
Conversations/0x0100005300002DC4/Description	0	Похилений мольберт, оточений банками з гуашшю.	Покосившийся мольберт, окруженный банками с гуашью.
Conversations/0x0100005300002DCB/Description	0	На дні банки видніється чорний осад - острівець посеред каламутного моря.	На дне банки виднеется черный осадок — островок посреди мутного моря.
Conversations/0x0100005300002DD2/Description	0	Постарайся не думати про павутину тріщин на підлозі...	Постарайся не думать о паутине трещин на полу...
Conversations/0x0100005300002DE0/Description	0	Це, без сумнівів, належить Сінді.	Это, без сомнений, принадлежит Синди.
Conversations/0x0100005300002DE9/Description	0	М-м-м, кава...	М-м-м, кофе...
Conversations/0x010000530000366B/Description	0	Напис на плакаті: "НАВІЩО СЯЯТИ НА НЕБІ ЗІРКАМ?"	Надпись на плакате: «ЗАЧЕМ СИЯТЬ НА НЕБЕ ЗВЕЗДАМ?»
Conversations/0x0100005300003CB8/Description	0	Це, мабуть, квартира Стебана.	Это, должно быть, квартира Стебана.
Conversations/0x010000530001C923/Description	0	На цьому плакаті написано: "НЕМАЄ ВІЙНИ, КРІМ КЛАСОВОЇ!"	Этот плакат гласит: «НЕТ ВОЙНЫ, КРОМЕ КЛАССОВОЙ!»
Conversations/0x01000057000000A1/Description	0	У світлі ліхтарика з'являється дивна тінь. Тут є двері...	В свете фонарика появляется странная тень. Здесь есть дверь...
Conversations/0x01000057000003A6/Description	0	Черевики в калюжі снігу, що тане.	Ботинки в луже тающего снега.
Conversations/0x0100005700003980/Description	0	Пара лиж, напис на покритті: "Сліпстрім".	Пара лыж, надпись на покрытии: «Слипстрим».
Conversations/0x0100005700003987/Description	0	Бідні тварини. Навіть після смерті ніякого спокою.	Бедные животные. Даже после смерти никакого покоя.
Conversations/0x0100005700003B34/Description	0	Машина для виробництва морозива відключена і повільно відтає.	Машина для производства мороженого отключена и медленно оттаивает.
Conversations/0x010000570000B72A/Description	0	Різьбярка гральних кісток сказала, що замовлення буде готове за 8 годин. Заберіть замовлення з Проклятої торгової зони. Не забудьте гроші.	Резчица игральных костей сказала, что заказ будет готов через 8 часов. Заберите заказ из Проклятой торговой зоны. Не забудьте деньги.
Conversations/0x010000570000B72A/Title	0	Зайдіть до різьбярки гральних кісток за замовленням	Зайдите к резчице игральных костей за заказом
Conversations/0x010000570000F10E/Description	0	Вам нарешті вдалося зустрітися з таємничим курцем на балконі. Він сказав, що насправді вам потрібно поговорити з його другом. Друг чекає всередині, у квартирі 28. Вам варто просто зараз зайти і поспілкуватися з ним (потім він піде).	Вам наконец-то удалось встретиться с таинственным курильщиком на балконе. Он сказал, что на самом деле вам нужно поговорить с его другом. Друг ждет внутри, в квартире 28. Вам стоит прямо сейчас зайти и пообщаться с ним (потом он уйдет).
Conversations/0x010000570000F10E/Title	0	Візьміть свідчення у недільного друга	Возьмите показания у воскресного друга
